# objectname: TOI1476
# Telescope: Gemini North
# Date of obs.: 2020-12-06
# camera: r
# wavelength: 832nm
# annulus range&center vs. measured relative mag. limit:
0.050000 0.150000 0.100000 4.728838
0.150000 0.200000 0.175000 5.516240
0.200000 0.250000 0.225000 5.696699
0.250000 0.300000 0.275000 5.769995
0.300000 0.350000 0.325000 6.172378
0.350000 0.400000 0.375000 6.213291
0.400000 0.450000 0.425000 6.315240
0.450000 0.500000 0.475000 6.534232
0.500000 0.550000 0.525000 6.689950
0.550000 0.600000 0.575000 6.827440
0.600000 0.650000 0.625000 7.086597
0.650000 0.700000 0.675000 7.073881
0.700000 0.750000 0.725000 7.193777
0.750000 0.800000 0.775000 7.231417
0.800000 0.850000 0.825000 7.320318
0.850000 0.900000 0.875000 7.470946
0.900000 0.950000 0.925000 7.517237
0.950000 1.000000 0.975000 7.680022
1.000000 1.050000 1.025000 7.710040
1.050000 1.100000 1.075000 7.760445
1.100000 1.150000 1.125000 7.780514
1.150000 1.200000 1.175000 7.882782
# fit of angular separation vs. relative mag. limit:
0.000000 0.000000
0.010000 0.000000
0.020000 0.000000
0.025848 0.000000
0.030000 0.279490
0.040000 0.952602
0.050000 1.625715
0.060000 2.298828
0.070000 2.971941
0.080000 3.645054
0.090000 4.318166
0.100000 4.991279
0.100000 4.991279
0.110000 5.039811
0.120000 5.086637
0.130000 5.132895
0.140000 5.179721
0.150000 5.228253
0.160000 5.279627
0.170000 5.334980
0.180000 5.395358
0.190000 5.459703
0.200000 5.524853
0.210000 5.587557
0.220000 5.644560
0.230000 5.692753
0.240000 5.732276
0.250000 5.766523
0.260000 5.799032
0.270000 5.833336
0.280000 5.872842
0.290000 5.917964
0.300000 5.966121
0.310000 6.014603
0.320000 6.060702
0.330000 6.101785
0.340000 6.137015
0.350000 6.167348
0.360000 6.193819
0.370000 6.217464
0.380000 6.239318
0.390000 6.260447
0.400000 6.281945
0.410000 6.304909
0.420000 6.330435
0.430000 6.359571
0.440000 6.392283
0.450000 6.427446
0.460000 6.463894
0.470000 6.500455
0.480000 6.535996
0.490000 6.570164
0.500000 6.603391
0.510000 6.636142
0.520000 6.668882
0.530000 6.702064
0.540000 6.735874
0.550000 6.770227
0.560000 6.805028
0.570000 6.840179
0.580000 6.875569
0.590000 6.910697
0.600000 6.944673
0.610000 6.976591
0.620000 7.005546
0.630000 7.030667
0.640000 7.051904
0.650000 7.070030
0.660000 7.085853
0.670000 7.100180
0.680000 7.113803
0.690000 7.127167
0.700000 7.140370
0.710000 7.153495
0.720000 7.166622
0.730000 7.179837
0.740000 7.193262
0.750000 7.207057
0.760000 7.221385
0.770000 7.236409
0.780000 7.252287
0.790000 7.269112
0.800000 7.286905
0.810000 7.305685
0.820000 7.325472
0.830000 7.346277
0.840000 7.367920
0.850000 7.390030
0.860000 7.412228
0.870000 7.434136
0.880000 7.455386
0.890000 7.475935
0.900000 7.496054
0.910000 7.516032
0.920000 7.536154
0.930000 7.556694
0.940000 7.577568
0.950000 7.598338
0.960000 7.618550
0.970000 7.637751
0.980000 7.655497
0.990000 7.671578
1.000000 7.686016
1.010000 7.698844
1.020000 7.710093
1.030000 7.719805
1.040000 7.728194
1.050000 7.735654
1.060000 7.742584
1.070000 7.749385
1.080000 7.756454
1.090000 7.764161
1.100000 7.772847
1.110000 7.782849
1.120000 7.794508
1.130000 7.808140
1.140000 7.823591
1.150000 7.840232
1.160000 7.857414
1.170000 7.874488
