Date,BJD,Observatory,Filter,target,pp,Measurement file name,full_file_name,texp,Duration,Efficiency,cbvs,ncols
2022-10-28,2459880,KeplerCam,ip,TIC58825110,1,measurements.tbl,TIC58825110-01_20221028_KeplerCam_ip_measurements.tbl,9.331190586090088,6.496464002877474,89.7,5,507
