Date,BJD,Observatory,Filter,target,pp,Measurement file name,full_file_name,texp,Duration,Efficiency,cbvs,ncols
2021-09-01,2459458,LCO-SAAO-1m0,zs,TIC12421862,1,25px_KC_measurements.tbl,TIC12421862-01_20210901_LCO-SAAO-1m0_zs_25px_KC_measurements.tbl,19.50855776667595,5.814048428088427,97.9,5,234
