,Date,BJD,Observatory,Filter,target,pp,Measurement file name,full_file_name,texp,Duration,Efficiency,cbvs,ncols
422470,2022-10-30,2459882,SUTO-Otivar-0m3,B,TIC336691874,1,measurements.tbl,TIC336691874-01_20221030_SUTO-Otivar-0m3_B_measurements.tbl,107.33759254217148,6.084456000477076,80.6,5,330
