,Date,BJD,Observatory,Filter,target,pp,Measurement file name,full_file_name,texp,Duration,Efficiency,cbvs,ncols
61159,2020-11-27,2459180,LCO-CTIO-1m0,gp,TIC212957629,1,5px_measurements.tbl,TIC212957629-01_20201127_LCO-CTIO-1m0_gp_5px_measurements.tbl,60.88319420814514,3.301176007837057,99.1,5,468
92630,2020-12-02,2459185,SAINT-EX,z,TIC212957629,1,measurements.xls,TIC212957629-01_20201202_SAINT-EX_z_measurements.xls,46.9728022813797,2.964191995561123,94.2,5,212
