,Date,BJD,Observatory,Filter,target,pp,Measurement file name,full_file_name,texp,Duration,Efficiency,cbvs,ncols
430576,2023-08-10,2460166,TLS-Tautenburg-TEST-0m3,R,TIC_327369524,1,7pix_measurements.xls,TIC_327369524-01_20230810_TLS-Tautenburg-TEST-0m3_R_7pix_measurements.xls,14.66761976480484,6.1240104585886,0.0,5,230
