Date,BJD,Observatory,Filter,target,pp,Measurement file name,full_file_name,texp,Duration,Efficiency,cbvs,ncols
1001-01-01,0,unknown,xx,unknown,-1,unknown.unknown,TIC410153553-20180911_LCO1m_sloan-i_measurements.csv,,,,3,238
